Unnamed: 0,time,neg_ns,pos_ns,neutral_ns,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,submissions,label,n_news,avg_news_compound
121,1577750400,666,1108,626,263.0812000000001,2877,4923,2798,1259.3074999999994,BTC,7234.44,7183.88,7325.24,7141.94,188,1,4,0.02053789855072463
122,1577836800,530,937,607,264.1110000000002,2575,4383,2475,1126.5138000000027,BTC,7183.88,7189.94,7267.16,7171.82,163,-1,5,0.08852958939781447
123,1577923200,793,1283,743,318.9298999999998,3281,5167,2675,1304.713600000003,BTC,7189.94,6965.72,7224.84,6945.83,240,1,7,0.06570249122229536
124,1578009600,892,1422,854,343.2989999999998,4606,7177,3591,1569.8264000000065,BTC,6965.72,7339.7,7407.11,6882.62,272,1,2,-0.2926275
125,1578096000,710,1149,729,262.45930000000004,3201,4763,3104,1035.203100000002,BTC,7339.7,7357.5,7405.75,7278.6,235,1,2,-0.04655952380952381
126,1578182400,823,1293,849,299.01299999999964,4852,5861,4440,934.8466000000012,BTC,7357.5,7359.96,7501.42,7330.07,225,1,1,0.17903235294117648
127,1578268800,611,982,694,224.38080000000042,2492,4551,3011,1155.1066000000014,BTC,7359.96,7762.69,7799.63,7355.11,236,1,2,0.36254340659340656
128,1578355200,957,1640,1012,436.2474999999995,4954,9096,5556,2828.073299999993,BTC,7762.69,8160.36,8218.63,7736.57,292,-1,2,0.11019431818181818
129,1578441600,747,1394,799,414.10400000000084,2900,5432,2890,1543.6159000000025,BTC,8160.36,8045.15,8458.65,7873.97,332,-1,3,0.3180133333333333
130,1578528000,485,997,549,331.6943999999998,2197,4504,2032,1507.3773999999985,BTC,8045.15,7817.35,8047.11,7757.04,209,1,1,-0.18180714285714286
131,1578614400,702,1178,746,282.2352999999993,3179,5209,2847,1104.5359999999996,BTC,7817.35,8190.31,8192.05,7682.56,234,-1,4,0.13773792735042734
132,1578700800,670,1155,670,302.3296000000007,3414,5362,3526,1131.0032999999992,BTC,8190.31,8024.58,8287.42,8003.87,178,1,4,0.0464408091908092
133,1578787200,521,967,652,304.6950000000008,2742,4207,2611,960.5414999999956,BTC,8024.58,8181.49,8185.14,7968.4,179,-1,5,0.11852885880217787
134,1578873600,608,1211,632,415.03379999999885,2852,5021,2519,1718.8015000000073,BTC,8181.49,8106.56,8200.4,8057.37,249,1,8,0.2059277541866029
135,1578960000,1039,1738,1125,433.74300000000005,5001,8449,5351,2088.9591999999984,BTC,8106.56,8820.95,8874.07,8106.4,341,-1,8,0.15612835542929293
136,1579046400,830,1488,865,401.0231999999992,3454,6187,3354,1523.3216000000025,BTC,8820.95,8813.21,8890.04,8559.93,289,-1,4,0.13833632575757576
137,1579132800,741,1479,800,472.5421000000016,3412,7159,3634,2550.519699999991,BTC,8813.21,8719.63,8846.78,8586.56,274,1,4,-0.07175154761904762
138,1579219200,840,1487,878,422.88529999999815,4547,7375,4670,1790.9636999999966,BTC,8719.63,8894.83,9004.35,8665.99,285,1,3,0.2031193650793651
139,1579305600,709,1115,762,246.7655000000001,3322,4915,3182,1024.7280000000003,BTC,8894.83,8909.28,8974.65,8807.26,203,-1,6,-0.011754472222222215
140,1579392000,886,1459,965,369.5576999999994,4495,6737,4644,1336.3443000000002,BTC,8909.28,8702.59,9177.39,8508.15,303,-1,6,0.10099526150636207
141,1579478400,684,1334,737,416.8975999999996,3116,6775,3193,2375.574299999989,BTC,8702.59,8634.03,8737.36,8521.52,215,1,5,0.13118902564102564
142,1579564800,837,1383,771,350.60230000000007,3593,6324,3016,1744.9749999999945,BTC,8634.03,8724.84,8771.75,8479.9,255,-1,3,0.08980359683794463
143,1579651200,785,1420,748,400.32349999999985,3538,6657,2893,1987.0797999999882,BTC,8724.84,8667.26,8793.74,8582.43,245,-1,10,0.06322166038961038
144,1579737600,1347,2151,1058,512.1474999999991,6498,9681,4561,2364.666399999993,BTC,8667.26,8394.28,8680.93,8290.98,287,1,7,-0.12152591946456003
145,1579824000,1098,1684,892,410.3647999999984,5314,7284,3374,1572.9762999999978,BTC,8394.28,8431.78,8517.5,8225.83,277,-1,5,0.2001296753246753
146,1579910400,995,1570,775,359.69100000000014,3828,6404,3065,1537.0478000000035,BTC,8431.78,8345.88,8444.32,8263.42,236,1,1,0.313428
147,1579996800,784,1299,757,344.4283,3409,6478,3613,2057.1345999999953,BTC,8345.88,8602.37,8605.33,8302.57,245,1,3,0.07480314253647588
148,1580083200,1067,1747,1000,445.6334000000005,4377,7658,4461,2019.7450999999944,BTC,8602.37,8898.94,8991.01,8572.37,298,1,11,0.13506456709956713
149,1580169600,826,1706,926,534.0474999999974,3531,8133,4331,2836.568199999963,BTC,8898.94,9391.97,9407.39,8892.58,279,-1,1,0.409775
150,1580256000,950,1760,1045,514.9684999999993,4223,7227,4275,1896.0446999999967,BTC,9391.97,9286.18,9429.16,9234.27,282,1,6,-0.04751342592592591
151,1580342400,970,1713,1086,458.85589999999985,4023,8139,4991,2842.675999999987,BTC,9286.18,9501.38,9561.26,9181.72,271,-1,9,0.22307324615199617
152,1580428800,735,1314,739,382.8079000000008,2987,4965,2908,1288.085400000002,BTC,9501.38,9342.23,9518.87,9208.36,260,1,8,0.02702950778388278
153,1580515200,747,1227,706,313.2055000000006,3189,5192,2766,1396.5568999999987,BTC,9342.23,9384.45,9455.92,9296.57,190,-1,6,0.1856097989700931
154,1580601600,637,1118,757,295.9613000000009,2527,4361,3132,1143.2116999999962,BTC,9384.45,9334.25,9469.84,9169.21,223,-1,2,0.107659375
155,1580688000,623,1172,648,341.7458000000001,2936,4785,2393,1266.0249000000006,BTC,9334.25,9288.96,9605.66,9230.83,255,-1,6,0.05525971921596921
156,1580774400,608,1091,651,318.76210000000026,2703,4854,2807,1351.1980999999969,BTC,9288.96,9171.98,9347.12,9089.52,216,1,3,0.3271779100529101
157,1580860800,685,1202,780,352.0634000000004,3360,5206,3425,1237.9303000000016,BTC,9171.98,9611.42,9750.28,9162.98,295,1,1,0.027200000000000002
158,1580947200,736,1281,889,329.6075000000011,3200,5172,3365,1249.0056999999993,BTC,9611.42,9755.84,9853.08,9533.37,294,1,3,0.10056305916305915
159,1581033600,623,1291,751,416.9241,2829,6150,3369,1999.4447999999984,BTC,9755.84,9808.36,9866.18,9714.16,271,1,3,-0.1748753623188406
160,1581120000,765,1139,765,238.2556000000007,3266,5185,3510,1244.1332999999972,BTC,9808.36,9898.25,9936.26,9665.26,226,1,6,0.16955726971068144
161,1581206400,715,1588,1079,508.43530000000055,3085,6974,4911,2305.8139,BTC,9898.25,10157.78,10162.71,9880.67,317,-1,6,0.17715277777777774
162,1581292800,704,1288,754,384.14259999999945,3064,4906,2941,1238.365699999998,BTC,10157.78,9858.03,10185.09,9761.16,275,1,2,0.06905000000000003
163,1581379200,756,1259,822,302.04750000000047,3430,5915,3657,1519.241099999999,BTC,9858.03,10269.43,10370.44,9716.32,299,1,12,-0.01828132591945093
164,1581465600,946,1729,1053,498.63909999999987,4168,7840,5273,2119.205400000002,BTC,10269.43,10347.93,10475.43,10250.55,308,-1,1,-0.27607499999999996
165,1581552000,864,1519,1004,390.67969999999985,4439,7295,4434,1795.1935999999976,BTC,10347.93,10233.32,10500.54,10081.02,282,1,1,-0.6901
166,1581638400,989,1560,853,363.29459999999983,5121,6880,3452,1352.1584999999989,BTC,10233.32,10360.37,10387.37,10103.67,291,-1,3,0.1684398179271709
167,1581724800,749,1313,872,370.28650000000033,3934,6312,4412,1642.3059000000055,BTC,10360.37,9905.43,10388.6,9789.89,246,1,5,0.0533349601753745
168,1581811200,1532,2338,1361,505.95299999999986,7245,11799,7516,2715.184399999985,BTC,9905.43,9925.51,10042.6,9634.4,296,-1,4,-0.12840928571428567
169,1581897600,1341,2125,1196,487.55819999999915,5243,8638,4593,2160.329999999999,BTC,9925.51,9702.48,9958.46,9482.71,334,1,3,-0.10751481481481488
170,1581984000,1050,1872,1024,517.7983999999993,5222,7956,4945,1661.754999999995,BTC,9702.48,10182.6,10274.35,9618.77,315,-1,3,0.34151944444444443
171,1582070400,1148,1963,998,503.1799999999994,4897,8850,4030,2404.1175999999928,BTC,10182.6,9602.43,10300.04,9340.17,298,1,7,-0.028952993197278905
172,1582156800,948,1715,991,481.35599999999937,3824,8232,4431,2705.2716999999748,BTC,9602.43,9608.8,9698.59,9402.81,296,1,13,0.15271929528804534
173,1582243200,963,1490,881,344.19450000000063,4314,7273,3631,1776.2009999999912,BTC,9608.8,9697.86,9766.16,9582.07,243,-1,7,-0.06411333333333337
174,1582329600,911,1418,822,331.1497000000004,4087,5767,3209,1243.0129999999995,BTC,9697.86,9671.46,9720.21,9577.84,202,1,7,-0.10404843061955962
175,1582416000,730,1165,803,233.64710000000062,3217,4845,3894,972.475500000001,BTC,9671.46,9977.39,10011.4,9669.88,215,-1,2,0.1302221227621483
176,1582502400,767,1300,757,329.01920000000064,2824,5618,2964,1574.2175999999965,BTC,9977.39,9664.21,10019.3,9495.76,252,-1,7,0.03497883408919124
177,1582588800,710,1200,763,309.51150000000064,3339,5716,3680,1586.3398999999995,BTC,9664.21,9316.18,9682.05,9258.4,276,-1,4,-0.0742747619047619
178,1582675200,786,1397,973,382.87610000000086,3192,6287,3908,2000.118899999992,BTC,9316.18,8793.5,9379.07,8652.97,322,1,7,-0.13051581196581194
179,1582761600,740,1336,842,388.39299999999986,2906,5314,4374,1534.7639999999994,BTC,8793.5,8821.5,8978.84,8540.74,297,-1,9,0.06956232323232323
180,1582848000,883,1518,905,376.3774999999997,3833,6615,3474,1705.7045999999955,BTC,8821.5,8719.29,8908.8,8449.12,290,-1,6,-0.04783261562998404
181,1582934400,721,1181,735,261.8976000000005,2725,4350,2854,852.9149999999989,BTC,8719.29,8545.45,8815.63,8545.32,220,1,3,0.149945123007623
182,1583020800,699,1161,678,273.59510000000097,2608,4637,2441,1199.3496999999984,BTC,8545.45,8549.38,8776.71,8443.57,204,1,1,-0.2520277777777778
183,1583107200,797,1294,843,305.2238000000001,2939,4975,2863,1102.555499999997,BTC,8549.38,8919.74,8983.78,8521.79,257,-1,7,-0.048527500000000015
184,1583193600,758,1202,725,282.6991000000002,2773,4469,2429,1160.8374000000006,BTC,8919.74,8765.68,8940.69,8680.57,271,1,2,0.31056
185,1583280000,706,1142,644,284.74700000000036,2986,4942,2584,1243.7396999999926,BTC,8765.68,8773.78,8863.91,8690.82,286,1,9,0.023205784065639137
186,1583366400,714,1244,810,336.10960000000017,2812,6340,3978,2233.7301000000025,BTC,8773.78,9074.82,9179.74,8772.83,291,1,13,0.15869495212052906
187,1583452800,614,1070,631,282.93430000000063,2330,4588,2613,1510.6658,BTC,9074.82,9160.39,9183.26,9015.35,217,-1,8,0.049407446581196585
188,1583539200,510,856,583,226.16950000000043,1706,4757,2474,1739.4242999999994,BTC,9160.39,8903.72,9225.42,8880.33,203,-1,10,0.05996037012987014
189,1583625600,907,1438,898,333.86650000000105,3681,6473,3184,1678.5372999999925,BTC,8903.72,8057.67,8920.28,8033.06,215,-1,6,0.00893535486443381
190,1583712000,961,1579,996,381.3552999999997,4188,7022,4832,1736.6064999999967,BTC,8057.67,7944.4,8200.82,7664.34,277,-1,4,-0.027758366174055832
191,1583798400,717,1053,737,207.97840000000042,2563,3706,2503,668.5887000000006,BTC,7944.4,7894.66,8165.09,7758.12,265,1,9,-0.0256100815850816
192,1583884800,743,1220,770,301.45110000000017,3208,4722,2871,958.3861999999975,BTC,7894.66,7945.36,7998.79,7614.48,258,-1,9,0.00236646723646723
193,1583971200,1863,2702,1872,495.5389,8343,10911,8495,1491.1788000000006,BTC,7945.36,4916.78,7984.16,4736.21,604,1,14,-0.12707203983108392
194,1584057600,2175,3198,2394,594.2193000000004,8696,12412,9721,1971.4116999999853,BTC,4916.78,5632.58,5984.55,3948.92,754,-1,18,-0.29481522509897506
195,1584144000,949,1560,945,376.7926000000003,3638,6116,3652,1626.0386999999885,BTC,5632.58,5181.77,5665.57,5069.29,299,1,9,-0.07647696127946126
196,1584230400,1043,1600,980,360.5482000000004,3714,6130,3571,1486.1261999999986,BTC,5181.77,5357.02,5961.78,5114.06,297,-1,4,0.2133210893497184
197,1584316800,1225,1906,1193,415.5227000000004,4691,7741,4537,1896.5010999999947,BTC,5357.02,5045.0,5364.93,4454.22,425,1,1,0.011924999999999998
198,1584403200,763,1320,923,349.49430000000086,2935,5541,3956,1662.8694999999905,BTC,5045.0,5337.66,5561.43,4950.9,343,1,0,0.0
199,1584489600,886,1456,899,378.4116999999998,3358,5148,2991,1307.2249999999965,BTC,5337.66,5413.06,5451.02,5024.71,317,1,3,-0.189033908045977
200,1584576000,1064,1522,1024,297.8659000000004,4126,6521,4515,1437.0695000000014,BTC,5413.06,6184.88,6418.99,5268.33,388,1,6,0.1504561698717949
201,1584662400,824,1354,928,317.87780000000043,4360,7130,3436,1657.3550999999989,BTC,6184.88,6206.44,6932.04,5691.69,317,-1,10,0.08730147979797981
202,1584748800,726,1038,732,191.87860000000043,3226,3967,4075,594.7715999999988,BTC,6206.44,6195.43,6459.65,5876.79,261,-1,11,-7.796930342365585e-06
203,1584835200,709,1191,643,301.24910000000017,2551,4617,2229,1430.9512999999995,BTC,6195.43,5828.15,6415.14,5750.68,241,1,9,-0.0844198384094452
204,1584921600,647,1104,663,267.9822000000001,3218,5224,3113,1179.082899999999,BTC,5828.15,6503.53,6614.56,5703.64,281,1,20,-0.04351966806985286
205,1585008000,723,1192,775,270.6142000000001,3551,5675,3169,1117.9750999999987,BTC,6503.53,6767.18,6857.49,6406.64,342,-1,5,-0.06937163636363634
206,1585094400,775,1171,764,247.7245000000008,2973,4907,3457,1224.2430000000058,BTC,6767.18,6694.21,6980.29,6483.0,326,1,9,-0.0166683654943459
207,1585180800,743,1065,651,201.67370000000042,3290,4511,3072,967.601,BTC,6694.21,6757.95,6796.12,6539.61,272,-1,18,0.11138315597018959
208,1585267200,857,1164,708,211.97380000000047,5828,5454,3149,-650.7408999999967,BTC,6757.95,6382.8,6876.97,6312.53,255,-1,7,-0.0333305005032316
209,1585353600,1006,1370,816,202.0797,4057,6002,3848,936.0270000000003,BTC,6382.8,6252.49,6384.56,6051.23,245,-1,10,0.020411144406016695
210,1585440000,701,1016,644,197.7701000000008,2832,4619,2885,948.3321999999963,BTC,6252.49,5882.2,6286.96,5882.2,200,1,5,0.0048908922384330675
211,1585526400,679,1127,693,286.60740000000044,2702,4568,3104,1283.4105999999965,BTC,5882.2,6403.31,6616.94,5874.8,286,1,10,0.10330122294372295
212,1585612800,388,656,369,168.68720000000073,1434,2589,1616,728.9416999999968,BTC,6403.31,6423.61,6531.66,6350.61,107,1,11,0.031863323223767885
213,1585699200,344,582,352,148.6936,1569,2641,1399,746.3117999999995,BTC,6423.61,6663.63,6716.04,6168.0,247,1,12,0.07597728087498921
214,1585785600,658,1165,708,320.6789000000004,2724,5106,3328,1429.7374999999988,BTC,6663.63,6804.42,7245.15,6585.75,263,-1,9,0.012343677918154859
215,1585872000,467,862,566,247.31460000000072,1641,3843,2085,1205.368999999999,BTC,6804.42,6743.68,7044.01,6618.82,253,1,19,0.019902051924683504
216,1585958400,514,894,614,233.39800000000062,2249,4990,3341,1324.990199999998,BTC,6743.68,6875.95,7010.45,6671.05,214,-1,9,-0.12679300976800978
217,1586044800,598,957,559,229.56970000000047,2772,4588,3798,1235.3814000000007,BTC,6875.95,6781.64,6910.39,6689.07,214,1,7,0.05818361289970534
218,1586131200,621,1025,649,248.78360000000006,2297,3979,2552,1022.7806999999992,BTC,6781.64,7347.22,7359.05,6779.91,270,-1,17,0.00181611432707022
219,1586217600,553,921,531,234.39700000000016,2350,3563,2557,725.3308999999997,BTC,7347.22,7201.57,7462.51,7084.52,268,1,15,-0.09340931228433402
220,1586304000,475,699,532,155.13639999999995,2241,2740,1912,475.7292999999985,BTC,7201.57,7367.37,7425.85,7157.96,246,-1,13,0.023329211344211356
221,1586390400,625,974,599,222.68690000000046,2514,3953,2136,846.330500000002,BTC,7367.37,7294.55,7374.01,7124.88,310,-1,20,-0.14490043585662704
222,1586476800,661,1167,583,315.6138000000002,3176,4456,2530,789.8282999999977,BTC,7294.55,6876.49,7304.8,6757.67,291,1,12,-0.044803511382623236
223,1586563200,307,606,403,173.45740000000004,1005,2124,1509,627.4217000000002,BTC,6876.49,6887.6,6956.27,6785.52,183,1,8,-0.005167964743589748
224,1586649600,413,630,398,140.04549999999978,1833,2771,1910,638.9457000000001,BTC,6887.6,6913.76,7199.97,6802.16,178,-1,19,-0.0967155937854369
225,1586736000,733,1390,740,399.9881,2945,6564,3816,2008.2729999999995,BTC,6913.76,6859.43,6913.76,6612.34,281,1,15,0.041757526817787695
226,1586822400,376,750,417,237.5929,1118,2557,1801,939.1275999999997,BTC,6859.43,6879.44,6986.75,6773.97,85,-1,16,0.02699983602749907
227,1586908800,319,542,282,146.75890000000012,946,2100,1527,730.6607999999994,BTC,6879.44,6629.54,6937.49,6614.79,75,1,12,-0.11706907352029063
228,1586995200,320,616,396,177.58620000000008,1431,2703,1523,809.8339999999997,BTC,6629.54,7114.55,7207.11,6487.08,154,-1,15,0.0560642671957672
229,1587081600,449,744,393,205.0003000000004,2018,3402,1730,1038.7454999999989,BTC,7114.55,7037.12,7155.17,7005.79,246,1,15,-0.00920255849604249
230,1587168000,490,1002,553,343.11030000000096,2602,4340,2271,1469.2658000000022,BTC,7037.12,7264.29,7304.35,7028.43,269,-1,9,-0.0626319905155231
231,1587254400,493,1012,525,342.5647999999997,2049,4340,1924,1587.5934000000022,BTC,7264.29,7132.88,7276.84,7072.33,272,-1,12,-0.20368231998949712
232,1587340800,471,749,470,187.07740000000004,1936,2965,1537,714.2830999999992,BTC,7132.88,6842.45,7225.23,6770.07,324,1,12,0.12652742604617603
233,1587427200,559,989,561,255.7373000000011,2129,3840,2078,922.7428999999997,BTC,6842.45,6855.11,6948.78,6779.51,292,1,11,0.11490839384927157
234,1587513600,550,887,551,225.40680000000054,2024,3146,2061,699.9153999999983,BTC,6855.11,7135.41,7165.43,6831.44,303,1,13,0.06863964330196962
235,1587600000,560,1065,597,309.5176000000006,2140,4299,2600,1257.3882000000006,BTC,7135.41,7489.25,7731.56,7041.2,342,1,0,0.0
236,1587686400,573,817,553,159.92699999999988,2886,3518,3101,403.58600000000087,BTC,7489.25,7509.44,7607.28,7408.35,296,1,16,0.07363040552849928
237,1587772800,350,767,479,236.00280000000006,1657,3050,2017,861.0611999999983,BTC,7509.44,7546.92,7708.4,7445.98,195,1,11,-0.08391981510913328
238,1587859200,429,833,506,255.80940000000072,1643,3908,2346,1485.2459000000022,BTC,7546.92,7701.35,7705.3,7497.88,208,1,5,-0.04217623816166783
239,1587945600,486,1004,594,305.1975999999999,2293,4657,2383,1520.8350999999932,BTC,7701.35,7787.41,7790.33,7639.98,293,-1,11,-0.015148613636363622
240,1588032000,592,1033,676,268.4757000000004,2302,5509,2892,1897.5738999999976,BTC,7787.41,7760.32,7791.85,7671.26,320,1,9,0.16385133903133903
241,1588118400,921,1597,1128,398.1785,3948,6627,5076,1635.5960999999984,BTC,7760.32,8784.96,8952.44,7733.02,410,-1,9,0.02219697703396977
